Id,Label,latitude,city,state,longitude,Cluster_No,PageRank,Component ID,Eccentricity,Closeness Centrality,Betweenness Centrality
"Keystone-Heights, Florida","Keystone-Heights, Florida",29.7860769,Keystone-Heights,Florida,-82.0314892,4,2.264215655398948E-4,0,4.0,2.292068198665678,0.0
"North-Bergen, New-Jersey","North-Bergen, New-Jersey",40.8042674,North-Bergen,New-Jersey,-74.012084,0,2.707703406092357E-4,0,4.0,2.1986656782802076,110.44148263702284
"East-Rutherford, New-Jersey","East-Rutherford, New-Jersey",40.833989,East-Rutherford,New-Jersey,-74.0970865,0,1.0506468056198435E-4,0,5.0,3.178650852483321,0.0
"Carlton, Oregon","Carlton, Oregon",45.2942822,Carlton,Oregon,-123.1764949,0,6.604522898404495E-5,0,4.0,2.6456634544106747,0.0
"Bristol, Connecticut","Bristol, Connecticut",41.6717648,Bristol,Connecticut,-72.9492703,0,2.373050192891462E-4,0,4.0,2.3028169014084505,0.0
"La-Junta, Colorado","La-Junta, Colorado",37.9850091,La-Junta,Colorado,-103.5438321,0,2.909618160414022E-4,0,4.0,2.169384729429207,0.0
"Pioneer, Tennessee","Pioneer, Tennessee",36.4175798,Pioneer,Tennessee,-84.3140995,0,1.7915776217352822E-4,0,4.0,2.204225352112676,0.0
"Cedaredge, Colorado","Cedaredge, Colorado",38.9016487,Cedaredge,Colorado,-107.926454,0,5.914513488467062E-5,0,5.0,2.998888065233506,0.0
"Oak-Grove, Missouri","Oak-Grove, Missouri",39.0050073,Oak-Grove,Missouri,-94.1293909,0,1.4585511526714817E-4,0,4.0,2.6527057079318013,0.0
"Joplin, Missouri","Joplin, Missouri",37.0842271,Joplin,Missouri,-94.513281,0,5.024185585654012E-4,0,4.0,2.140845070422535,3377.259277900373
"Scappoose, Oregon","Scappoose, Oregon",45.7542809,Scappoose,Oregon,-122.8776039,0,5.884159453027946E-5,0,5.0,3.0467012601927355,0.0
"Humble, Texas","Humble, Texas",29.9988312,Humble,Texas,-95.2621553,0,7.487211175461424E-5,0,4.0,2.5841363973313567,0.0
"Antioch, California","Antioch, California",38.0049214,Antioch,California,-121.805789,0,2.4110018824500165E-4,0,4.0,2.1849518161601185,69.70397039872235
"Unadilla, Nebraska","Unadilla, Nebraska",40.6833346,Unadilla,Nebraska,-96.2697318,0,1.636889098690884E-4,0,4.0,2.1879169755374352,0.0
"Carrollton, Kentucky","Carrollton, Kentucky",38.6808958,Carrollton,Kentucky,-85.1793979,0,1.791577621735282E-4,0,4.0,2.204225352112676,0.0
"Franklin, Massachusetts","Franklin, Massachusetts",42.0834313,Franklin,Massachusetts,-71.396725,0,6.234998340124756E-5,0,4.0,2.893254262416605,0.0
"Patchogue, New-York","Patchogue, New-York",40.7656538,Patchogue,New-York,-73.0151084,0,1.0298478462843699E-4,0,5.0,3.038547071905115,0.0
"Rock-Falls, Illinois","Rock-Falls, Illinois",41.7797533,Rock-Falls,Illinois,-89.6889967,0,1.02274796792941E-4,0,4.0,2.379540400296516,0.0
"Plainfield, Connecticut","Plainfield, Connecticut",41.6764876,Plainfield,Connecticut,-71.915073,0,1.3705575519840432E-4,0,4.0,2.4481097108969605,0.0
"Saint-Marys, Georgia","Saint-Marys, Georgia",30.7563889,Saint-Marys,Georgia,-81.5713889,0,1.3890326741723973E-4,0,4.0,2.3472942920681987,109.7887326041631
"Cloquet, Minnesota","Cloquet, Minnesota",46.7217735,Cloquet,Minnesota,-92.4611825,0,6.289380533177092E-5,0,4.0,2.577835433654559,0.0
"Westport, Massachusetts","Westport, Massachusetts",41.6388889,Westport,Massachusetts,-71.05,0,1.3380641965289063E-4,0,4.0,2.6226834692364713,0.0
"Mariposa, California","Mariposa, California",37.4849377,Mariposa,California,-119.9662843,0,4.188281309788277E-4,0,4.0,2.1037805782060786,389.8978012900382
"Island-Park, Idaho","Island-Park, Idaho",44.4243637,Island-Park,Idaho,-111.3710645,0,8.403238916146585E-5,0,4.0,2.674203113417346,0.0
"Olympia, Washington","Olympia, Washington",47.0378741,Olympia,Washington,-122.9006951,0,6.87241954522429E-4,0,4.0,2.024833209785026,4612.323017866047
"Buffalo, Wyoming","Buffalo, Wyoming",44.3483072,Buffalo,Wyoming,-106.6989375,0,9.381570645007586E-4,0,4.0,1.9911045218680503,4730.75858965153
"Iron-Mountain, Michigan","Iron-Mountain, Michigan",45.8202334,Iron-Mountain,Michigan,-88.0659603,0,6.48033045279555E-5,0,5.0,2.9329132690882136,0.0
"Sun-City-Center, Florida","Sun-City-Center, Florida",27.718086,Sun-City-Center,Florida,-82.351759,0,1.5890527405600932E-4,0,4.0,2.2828020756115643,0.0
"Petrolia, California","Petrolia, California",40.3254132,Petrolia,California,-124.2869926,0,9.42638805773911E-5,0,4.0,2.5722757598220904,0.0
"Eugene, Oregon","Eugene, Oregon",44.0520691,Eugene,Oregon,-123.0867536,0,7.313972612158961E-4,0,4.0,2.0192735359525575,3458.664437351188
"Pacific-Grove, California","Pacific-Grove, California",36.6177374,Pacific-Grove,California,-121.9166215,0,7.24317031912038E-4,0,4.0,2.001111934766494,671.0483579472958
"Bangor, Maine","Bangor, Maine",44.8011821,Bangor,Maine,-68.7778138,0,1.9154049727773765E-4,0,4.0,2.151964418087472,14.967080764774149
"Crossville, Alabama","Crossville, Alabama",34.2875925,Crossville,Alabama,-85.99414,0,1.891180722960346E-4,0,4.0,2.4266123054114157,0.0
"Montauk, New-York","Montauk, New-York",41.0359353,Montauk,New-York,-71.9545146,0,6.996627791714332E-5,0,4.0,2.4951816160118607,0.0
"Laconia, New-Hampshire","Laconia, New-Hampshire",43.5278546,Laconia,New-Hampshire,-71.4703509,0,6.368940498528982E-5,0,4.0,2.911786508524833,0.0
"Stockbridge, Massachusetts","Stockbridge, Massachusetts",42.2875874,Stockbridge,Massachusetts,-73.3203862,3,3.142672112251733E-4,0,4.0,2.178650852483321,121.18309166601844
"Birmingham, Alabama","Birmingham, Alabama",33.5206608,Birmingham,Alabama,-86.80249,0,0.001073220878430264,0,4.0,1.9403261675315049,1291.0993933237369
"Cheney, Washington","Cheney, Washington",47.4873895,Cheney,Washington,-117.5757622,0,1.469841614790089E-4,0,5.0,2.9873980726464047,0.0
"Tok, Alaska","Tok, Alaska",63.3366667,Tok,Alaska,-142.9855556,0,0.0010490067469014737,0,4.0,1.999258710155671,2668.628433664872
"Macclenny, Florida","Macclenny, Florida",30.2821807,Macclenny,Florida,-82.1220569,0,8.153526119559477E-5,0,4.0,2.38472942920682,0.0
"Elkins, West-Virginia","Elkins, West-Virginia",38.9259397,Elkins,West-Virginia,-79.8467349,0,1.728855823638409E-4,0,4.0,2.4251297257227575,54.19352369725371
"Alliance, Nebraska","Alliance, Nebraska",42.0930235,Alliance,Nebraska,-102.8702006,0,3.9632466046702876E-4,0,4.0,2.113787991104522,206.03877848506184
"Carrizozo, New-Mexico","Carrizozo, New-Mexico",33.6417408,Carrizozo,New-Mexico,-105.877212,0,8.571797495371359E-4,0,4.0,1.9859154929577465,1082.1697123597307
"Randolph, Massachusetts","Randolph, Massachusetts",42.1619739,Randolph,Massachusetts,-71.042551,0,7.812919338992831E-5,0,4.0,2.505930318754633,0.0
"Scotland-Neck, North-Carolina","Scotland-Neck, North-Carolina",36.1296002,Scotland-Neck,North-Carolina,-77.4202475,0,1.9147023550278417E-4,0,4.0,2.373610081541883,0.0
"Tularosa, New-Mexico","Tularosa, New-Mexico",33.073973,Tularosa,New-Mexico,-106.0186025,0,4.02462506948275E-4,0,4.0,2.2531504818383987,235.40192653608142
"South-Miami, Florida","South-Miami, Florida",25.7050697,South-Miami,Florida,-80.2907618,0,1.6836575053952863E-4,0,4.0,2.379540400296516,337.3018886915131
"Reddish-Knob, Virginia","Reddish-Knob, Virginia",38.4623453,Reddish-Knob,Virginia,-79.2417043,0,1.020161933538336E-4,0,4.0,2.50407709414381,0.0
"Port-Isabel, Texas","Port-Isabel, Texas",26.0734119,Port-Isabel,Texas,-97.2085844,5,2.3954562749225168E-4,0,5.0,2.8576723498888064,0.0
"Culpeper, Virginia","Culpeper, Virginia",38.4731815,Culpeper,Virginia,-77.9966639,0,1.8911807229603458E-4,0,4.0,2.4266123054114157,0.0
"Stony-Brook, New-York","Stony-Brook, New-York",40.9256538,Stony-Brook,New-York,-73.1409429,0,5.8580411252147786E-5,0,5.0,2.8432171979243885,0.0
"Morgan-City, Louisiana","Morgan-City, Louisiana",29.6993748,Morgan-City,Louisiana,-91.20677,0,7.080186221595644E-5,0,4.0,2.5126019273535953,0.0
"Oroville, California","Oroville, California",39.5137752,Oroville,California,-121.556359,0,2.162701473164829E-4,0,4.0,2.2246108228317274,21.53444090627975
"Columbus, Indiana","Columbus, Indiana",39.2014404,Columbus,Indiana,-85.9213796,0,6.370388508036385E-4,0,4.0,2.0181616011860637,0.0
"Bethel, Maine","Bethel, Maine",44.4044586,Bethel,Maine,-70.7898806,0,1.7960626139616997E-4,0,4.0,2.2720533728687915,129.1318939789917
"Hull, Massachusetts","Hull, Massachusetts",42.3020647,Hull,Massachusetts,-70.9078346,0,1.338064196528906E-4,0,4.0,2.6226834692364713,0.0
"Pomfret, Connecticut","Pomfret, Connecticut",41.8975977,Pomfret,Connecticut,-71.9625736,0,9.740078809627565E-5,0,4.0,2.6945885841363975,0.0
"Springfield, Vermont","Springfield, Vermont",43.2984078,Springfield,Vermont,-72.4823117,0,1.4074042697229556E-4,0,4.0,2.3165307635285397,0.0
"Chagrin-Falls-, Ohio","Chagrin-Falls-, Ohio",41.4298516,Chagrin-Falls-,Ohio,-81.3910999,0,1.8911807229603458E-4,0,4.0,2.4266123054114157,0.0
"Cleveland, Missouri","Cleveland, Missouri",38.679177,Cleveland,Missouri,-94.593566,0,1.89246340340555E-4,0,4.0,2.511119347664937,0.0
"Newnan, Georgia","Newnan, Georgia",33.3806716,Newnan,Georgia,-84.7996573,8,1.7169885073464264E-4,0,4.0,2.53002223869533,0.0
"West-Alexander, Pennsylvania","West-Alexander, Pennsylvania",40.1050733,West-Alexander,Pennsylvania,-80.5078472,0,1.1688297529590179E-4,0,4.0,2.3643439584877686,0.0
"Carson, California","Carson, California",33.8314058,Carson,California,-118.2820165,0,1.1555827131503025E-4,0,4.0,2.3087472201630836,0.0
"Phenix-City, Alabama","Phenix-City, Alabama",32.4709761,Phenix-City,Alabama,-85.0007653,0,7.544672583319979E-5,0,4.0,2.5744996293550777,0.0
"Carpinteria, California","Carpinteria, California",34.3988838,Carpinteria,California,-119.5184564,0,1.8262359073270847E-4,0,4.0,2.3046701260192735,2697.439806631326
"George-Washington-Nat-Forest, Virginia","George-Washington-Nat-Forest, Virginia",37.3637534,George-Washington-Nat-Forest,Virginia,-79.289749,0,5.277666569061648E-4,0,4.0,2.1275018532246106,2411.156820410928
"Cape-Lookout, Oregon","Cape-Lookout, Oregon",45.3395467,Cape-Lookout,Oregon,-123.9929015,0,2.6187709548088523E-4,0,4.0,2.1938472942920684,14.194111351405223
"Rangeley, Maine","Rangeley, Maine",44.9656821,Rangeley,Maine,-70.6427102,0,1.661203836851845E-4,0,4.0,2.734247590808006,83.37237735514435
"East-Aurora, New-York","East-Aurora, New-York",42.7678376,East-Aurora,New-York,-78.6133589,0,1.6298834308673906E-4,0,4.0,2.3391401037805784,0.0
"Turtle-Point, Pennsylvania","Turtle-Point, Pennsylvania",41.4428435,Turtle-Point,Pennsylvania,-77.8619377,0,1.0329755327141714E-4,0,4.0,2.5559673832468497,0.0
"Elroy-Sparta-State-Trail, Wisconsin","Elroy-Sparta-State-Trail, Wisconsin",43.8259732,Elroy-Sparta-State-Trail,Wisconsin,-90.4574867,0,3.8418877384616655E-4,0,4.0,2.1271312083024463,0.0
"New-Orleans, Louisiana","New-Orleans, Louisiana",29.9510658,New-Orleans,Louisiana,-90.0715323,0,0.003929911283154315,0,3.0,1.6693847294292068,89641.8797293219
"Newberg, Oregon","Newberg, Oregon",45.3001178,Newberg,Oregon,-122.9731565,0,2.3184997958929603E-4,0,4.0,2.353595255744996,28.03967526367722
"Hood-River, Oregon","Hood-River, Oregon",45.7053966,Hood-River,Oregon,-121.5214623,0,7.94182595548932E-4,0,4.0,2.0096367679762785,3114.200897510549
"Gustavus, Alaska","Gustavus, Alaska",58.4133333,Gustavus,Alaska,-135.7369444,0,8.520912611360294E-5,0,4.0,2.436990363232024,0.0
"Bay-St-Louis, Mississippi","Bay-St-Louis, Mississippi",30.3088076,Bay-St-Louis,Mississippi,-89.3300461,0,1.2982556251987034E-4,0,4.0,2.6627131208302446,92.31522366473656
"Harrisonburg, Virginia","Harrisonburg, Virginia",38.4495688,Harrisonburg,Virginia,-78.8689155,0,4.002685201189157E-4,0,4.0,2.1319495922905856,642.6216958619045
"Rockville, Maryland","Rockville, Maryland",39.0839973,Rockville,Maryland,-77.1527578,0,2.0426208941909458E-4,0,4.0,2.2160859896219423,77.82399863957299
"Las-Vegas, New-Mexico","Las-Vegas, New-Mexico",35.5939325,Las-Vegas,New-Mexico,-105.2238969,0,6.833617134545431E-4,0,4.0,2.057079318013343,1756.947801828859
"Grand-Forks, North-Dakota","Grand-Forks, North-Dakota",47.9252568,Grand-Forks,North-Dakota,-97.0328547,0,1.0218437927407482E-4,0,4.0,2.4822090437361006,3.9353482514673885
"Selma, Texas","Selma, Texas",29.5843948,Selma,Texas,-98.3058463,0,5.908494617951005E-5,0,5.0,2.9544106745737584,0.0
"Cocoa-Beach, Florida","Cocoa-Beach, Florida",28.3200067,Cocoa-Beach,Florida,-80.6075513,0,2.697022941653295E-4,0,4.0,2.109340252038547,322.6126584930047
"Angels-Camp, California","Angels-Camp, California",38.0677832,Angels-Camp,California,-120.5385299,0,1.3913508614495025E-4,0,4.0,2.3858413639733134,0.0
"Edmonds, Washington","Edmonds, Washington",47.8106521,Edmonds,Washington,-122.3773552,0,2.1897955050481906E-4,0,4.0,2.242031134173462,106.46049702547961
"Demopolis, Alabama","Demopolis, Alabama",32.5176361,Demopolis,Alabama,-87.836402,1,4.672530877773573E-4,0,4.0,2.152335063009637,418.1017779235074
"Grand-Haven, Michigan","Grand-Haven, Michigan",43.0630734,Grand-Haven,Michigan,-86.2283864,0,1.2352361250045726E-4,0,4.0,2.349518161601186,0.0
"Sullivan, Missouri","Sullivan, Missouri",38.2081045,Sullivan,Missouri,-91.1604207,0,2.2757649651558896E-4,0,4.0,2.2779836916234246,70.32533816605861
"Mentor, Ohio","Mentor, Ohio",41.6661573,Mentor,Ohio,-81.339552,0,7.21667642369204E-5,0,5.0,2.882134914751668,0.0
"Buena-Vista, Colorado","Buena-Vista, Colorado",38.8422178,Buena-Vista,Colorado,-106.1311288,0,1.1479130197691177E-4,0,4.0,2.2490733876945885,0.5148076309983285
"Crescent-City, California","Crescent-City, California",41.7559481,Crescent-City,California,-124.2017474,0,0.001318213248721216,0,4.0,1.924759080800593,4779.369770921249
"Park-Rapids, Minnesota","Park-Rapids, Minnesota",46.9221813,Park-Rapids,Minnesota,-95.0586322,11,1.5427532125902077E-4,0,4.0,2.87175685693106,0.0
"Butte, Montana","Butte, Montana",46.0038232,Butte,Montana,-112.5347776,0,4.927019644600136E-4,0,4.0,2.070051890289103,1426.5515441059067
"Wiggins, Mississippi","Wiggins, Mississippi",30.858244,Wiggins,Mississippi,-89.1353283,0,1.7344046170986695E-4,0,4.0,2.493328391401038,0.0
"Venice, Florida","Venice, Florida",27.0997775,Venice,Florida,-82.4542632,0,4.792210823096541E-4,0,4.0,2.1430689399555227,749.4885805001949
"Newport-News, Virginia","Newport-News, Virginia",37.0870821,Newport-News,Virginia,-76.4730122,0,1.1071478755939347E-4,0,4.0,2.8005930318754633,0.0
"Petersburg, Virginia","Petersburg, Virginia",37.2279279,Petersburg,Virginia,-77.4019267,0,8.946423759267817E-4,0,4.0,1.9814677538917718,1683.7300751787755
"South-Everett-Lynwood, Washington","South-Everett-Lynwood, Washington",47.9990269,South-Everett-Lynwood,Washington,-122.1914014,0,1.2397044071898214E-4,0,4.0,2.2824314306893996,1.0163435569768438
"New-Haven, Connecticut","New-Haven, Connecticut",41.308274,New-Haven,Connecticut,-72.9278835,0,2.9491262663388035E-4,0,4.0,2.1508524833209783,91.56888743051661
"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania",39.952335,Philadelphia,Pennsylvania,-75.163789,0,0.002155432009213522,0,3.0,1.8602668643439584,31133.755253937197
"Mount-Hood, Oregon","Mount-Hood, Oregon",45.3734442,Mount-Hood,Oregon,-121.6956615,0,5.181617870696902E-4,0,4.0,2.1612305411415864,5840.183487602738
"Hayward, Wisconsin","Hayward, Wisconsin",46.0130065,Hayward,Wisconsin,-91.4846208,0,3.4137663814937824E-4,0,4.0,2.155670867309118,182.7694740466534
"Thermopolis, Wyoming","Thermopolis, Wyoming",43.6460672,Thermopolis,Wyoming,-108.2120432,0,6.681039599372515E-4,0,4.0,2.0192735359525575,1977.7390787616498
"North-Adams, Massachusetts","North-Adams, Massachusetts",42.700915,North-Adams,Massachusetts,-73.1087148,0,6.370388508036385E-4,0,4.0,2.0181616011860637,0.0
"Athens, Ohio","Athens, Ohio",39.3292396,Athens,Ohio,-82.1012554,0,2.4084388750763663E-4,0,4.0,2.2320237212750187,11.699889874452898
"Marin, California","Marin, California",38.083403,Marin,California,-122.7633036,0,4.8093940907047416E-4,0,4.0,2.094885100074129,884.81058681154
"Woodstock, Illinois","Woodstock, Illinois",42.3147436,Woodstock,Illinois,-88.4487021,0,1.3913508614495028E-4,0,4.0,2.3858413639733134,0.0
"Princeton, New-Jersey","Princeton, New-Jersey",40.3572976,Princeton,New-Jersey,-74.6672226,0,4.8447554720529464E-4,0,4.0,2.0952557449962934,1335.8247177236456
"Rockaway, New-Jersey","Rockaway, New-Jersey",40.9309767,Rockaway,New-Jersey,-74.5197069,0,5.917696980623821E-5,0,4.0,2.859896219421794,0.0
"Jerome, Arizona","Jerome, Arizona",34.7489107,Jerome,Arizona,-112.1137716,0,2.130711204021566E-4,0,4.0,2.246108228317272,150.23884038271277
"Fort-Myers-Beach, Florida","Fort-Myers-Beach, Florida",26.4520248,Fort-Myers-Beach,Florida,-81.948145,1,4.5314972039965813E-4,0,4.0,2.1323202372127503,25.561663023406147
"Cheboygan, Michigan","Cheboygan, Michigan",45.6469563,Cheboygan,Michigan,-84.4744795,0,6.235416691418634E-5,0,5.0,3.2583395107487028,0.0
"Sheperd-s-Hill-Farm, Georgia","Sheperd-s-Hill-Farm, Georgia",32.1574351,Sheperd-s-Hill-Farm,Georgia,-82.907123,4,2.264215655398948E-4,0,4.0,2.292068198665678,0.0
"Pigeon-Forge, Tennessee","Pigeon-Forge, Tennessee",35.7884241,Pigeon-Forge,Tennessee,-83.5543329,0,3.110377794415969E-4,0,4.0,2.155670867309118,613.1240976361249
"Pilar, New-Mexico","Pilar, New-Mexico",36.269058,Pilar,New-Mexico,-105.781799,0,2.209874397535133E-4,0,4.0,2.183839881393625,0.0
"Greenville, South-Carolina","Greenville, South-Carolina",34.8526176,Greenville,South-Carolina,-82.3940104,0,7.88918423151967E-4,0,4.0,1.9911045218680503,3451.876669362806
"Okeechobee, Florida","Okeechobee, Florida",27.2439349,Okeechobee,Florida,-80.8297828,1,4.3158482830868195E-4,0,4.0,2.1604892512972573,0.0
"Payson, Arizona","Payson, Arizona",34.2308684,Payson,Arizona,-111.3251355,0,1.1614577669992632E-4,0,4.0,2.3328391401037805,2.9364307331783777
"Abilene, Kansas","Abilene, Kansas",38.9172216,Abilene,Kansas,-97.2139094,0,1.6981204702834325E-4,0,4.0,2.6037805782060786,60.00733675302276
"Trevilians, Virginia","Trevilians, Virginia",38.0515275,Trevilians,Virginia,-78.0727779,0,1.914702355027841E-4,0,4.0,2.373610081541883,0.0
"Humboldt-Redwoods-State-Park, California","Humboldt-Redwoods-State-Park, California",40.368176,Humboldt-Redwoods-State-Park,California,-123.929573,0,0.0015250736789872727,0,4.0,1.8925129725722758,6719.700699032621
"Tybee-Island, Georgia","Tybee-Island, Georgia",32.0002152,Tybee-Island,Georgia,-80.845666,0,2.3111006494111344E-4,0,4.0,2.153817642698295,45.75259228551769
"Watertown, New-York","Watertown, New-York",43.9747838,Watertown,New-York,-75.9107565,0,8.088172508567866E-4,0,4.0,2.065974796145293,4127.601819700931
"Ferndale, Washington","Ferndale, Washington",48.8464991,Ferndale,Washington,-122.5910056,0,5.887826571054963E-5,0,5.0,2.9714603409933282,0.0
"Show-Low, Arizona","Show-Low, Arizona",34.2542084,Show-Low,Arizona,-110.0298327,0,6.448600991567077E-4,0,4.0,2.0404002965159376,1000.8714171771585
"Patagonia, Arizona","Patagonia, Arizona",31.5395378,Patagonia,Arizona,-110.7561963,2,3.1160206035643677E-4,0,4.0,2.4217939214232764,0.0
"Beaumont, Texas","Beaumont, Texas",30.080174,Beaumont,Texas,-94.1265562,0,5.138618930500726E-4,0,4.0,2.070051890289103,886.4973320208985
"Apple-Valley, California","Apple-Valley, California",34.5008311,Apple-Valley,California,-117.1858759,0,4.4993411938519095E-4,0,4.0,2.078576723498888,317.26803439901175
"Pinole, California","Pinole, California",38.0043667,Pinole,California,-122.2988587,0,5.936838185668457E-5,0,4.0,2.616011860637509,0.0
"Carlisle, Pennsylvania","Carlisle, Pennsylvania",40.2025,Carlisle,Pennsylvania,-77.195,0,4.2023231233105857E-4,0,4.0,2.077835433654559,1292.505185697876
"Corpus-Christi, Texas","Corpus-Christi, Texas",27.8005828,Corpus-Christi,Texas,-97.396381,0,8.969818202531971E-4,0,4.0,2.003335804299481,4447.7201327230805
"McGrath, Alaska","McGrath, Alaska",62.9532043,McGrath,Alaska,-155.5959922,0,9.781539513793982E-5,0,4.0,2.677538917716827,0.0
"Winthrop, Washington","Winthrop, Washington",48.4779232,Winthrop,Washington,-120.1861956,0,5.766020514738571E-4,0,4.0,2.0997034840622684,1421.292732293398
"Hilton-Head-Island, South-Carolina","Hilton-Head-Island, South-Carolina",32.216316,Hilton-Head-Island,South-Carolina,-80.752608,0,1.3582339824437092E-4,0,4.0,2.6078576723498887,27.768968194072276
"Kennewick, Washington","Kennewick, Washington",46.2112458,Kennewick,Washington,-119.1372338,0,2.256653691447622E-4,0,4.0,2.2220163083765754,305.1341434906747
"East-Greenwich, Rhode-Island","East-Greenwich, Rhode-Island",41.6455556,East-Greenwich,Rhode-Island,-71.4775,0,1.338064196528906E-4,0,4.0,2.6226834692364713,0.0
"Skagway, Alaska","Skagway, Alaska",59.4583333,Skagway,Alaska,-135.3138889,0,0.0018349121938976264,0,4.0,1.8580429948109711,11065.09968806893
"North-Arlington, New-Jersey","North-Arlington, New-Jersey",40.788434,North-Arlington,New-Jersey,-74.1331988,0,7.171864050940873E-5,0,4.0,2.4414381022979987,0.0
"Waxahachie, Texas","Waxahachie, Texas",32.3865312,Waxahachie,Texas,-96.8483311,0,7.322489589592082E-5,0,4.0,2.6330615270570794,0.0
"Ocean-City, Maryland","Ocean-City, Maryland",38.3365032,Ocean-City,Maryland,-75.0849058,0,1.6908077921459015E-4,0,4.0,2.468865826538176,44.383720324396954
"Edison, New-Jersey","Edison, New-Jersey",40.5187154,Edison,New-Jersey,-74.4120953,0,1.8041947613731956E-4,0,4.0,2.30355819125278,0.0
"Fayetteville, Arkansas","Fayetteville, Arkansas",36.0625795,Fayetteville,Arkansas,-94.1574263,0,5.811766309178967E-4,0,4.0,2.0618977020014824,1022.8073410083861
"Carlock, Illinois","Carlock, Illinois",40.5822588,Carlock,Illinois,-89.1320251,0,1.1688297529590179E-4,0,4.0,2.3643439584877686,0.0
"Tuolumne, California","Tuolumne, California",37.9627027,Tuolumne,California,-120.2412999,4,2.3421880330944496E-4,0,4.0,2.2850259451445516,7.656749327810739
"Lebanon, Ohio","Lebanon, Ohio",39.4353373,Lebanon,Ohio,-84.2029922,0,6.320659348928851E-5,0,5.0,2.914381022979985,0.0
"Paradise, Pennsylvania","Paradise, Pennsylvania",40.0098226,Paradise,Pennsylvania,-76.1285654,0,1.629883430867391E-4,0,4.0,2.3391401037805784,0.0
"Milaca, Minnesota","Milaca, Minnesota",45.755799,Milaca,Minnesota,-93.6544079,0,9.405581582424229E-5,0,4.0,2.639362490733877,0.0
"Seward, Alaska","Seward, Alaska",60.1041667,Seward,Alaska,-149.4422222,0,0.0019492560999646953,0,3.0,1.8624907338769459,15900.879744833188
"Waco, Texas","Waco, Texas",31.549333,Waco,Texas,-97.1466695,0,3.860315801000002E-4,0,4.0,2.103409933283914,762.4259030077671
"Tulare, California","Tulare, California",36.2077288,Tulare,California,-119.3473379,0,1.9985890526382164E-4,0,4.0,2.2954040029651592,0.0
"Lake-Orion, Michigan","Lake-Orion, Michigan",42.7844752,Lake-Orion,Michigan,-83.2396612,0,1.0734443610971565E-4,0,4.0,2.625648628613788,0.0
"Middletown, Delaware","Middletown, Delaware",39.449556,Middletown,Delaware,-75.7163207,0,8.476041819858277E-5,0,4.0,2.4825796886582654,0.0
"Hilton-Head, South-Carolina","Hilton-Head, South-Carolina",32.216316,Hilton-Head,South-Carolina,-80.752608,0,6.186496183789928E-4,0,4.0,2.0978502594514454,3615.969668008667
"DeLand, Florida","DeLand, Florida",29.028318,DeLand,Florida,-81.3031179,6,1.6053046581027266E-4,0,4.0,2.6430689399555227,0.0
"Saratoga, Wyoming","Saratoga, Wyoming",41.4549621,Saratoga,Wyoming,-106.8064263,6,1.933543640209973E-4,0,4.0,2.3858413639733134,0.0
"Sandy, Utah","Sandy, Utah",40.5725,Sandy,Utah,-111.8597222,7,1.6392883298328676E-4,0,5.0,3.033358042994811,0.0
"Durango, Colorado","Durango, Colorado",37.27528,Durango,Colorado,-107.8800667,0,0.001559305669535463,0,3.0,1.8836174944403261,8186.656689740473
"Manchac, Louisiana","Manchac, Louisiana",30.2915851,Manchac,Louisiana,-90.4020293,0,1.103125288556565E-4,0,4.0,2.6667902149740548,0.0
"Hazleton, Pennsylvania","Hazleton, Pennsylvania",40.9584181,Hazleton,Pennsylvania,-75.9746472,0,1.0919360870022077E-4,0,4.0,2.3150481838398815,0.0
"Bowling-Green, Kentucky","Bowling-Green, Kentucky",36.9903199,Bowling-Green,Kentucky,-86.4436018,0,4.0062269482275283E-4,0,4.0,2.1515937731653074,233.78003220136569
"LaBelle, Florida","LaBelle, Florida",26.7617322,LaBelle,Florida,-81.4384092,0,1.3416587707229768E-4,0,4.0,2.5993328391401036,0.0
"Palm-Springs, California","Palm-Springs, California",33.8302961,Palm-Springs,California,-116.5452921,0,8.38698345411158E-4,0,4.0,1.999258710155671,5884.053963936133
"Sandusky, Ohio","Sandusky, Ohio",41.4489396,Sandusky,Ohio,-82.7079605,0,6.492356578928045E-4,0,4.0,2.0159377316530764,52.87731276656635
"Luray, Virginia","Luray, Virginia",38.665397,Luray,Virginia,-78.4594522,0,4.2433904888100653E-4,0,4.0,2.085989621942179,166.51476365520944
"Encinitas, California","Encinitas, California",33.0369867,Encinitas,California,-117.2919818,0,8.961430025427805E-5,0,4.0,2.4747961452928093,0.0
"Celebration, Florida","Celebration, Florida",28.3252878,Celebration,Florida,-81.5331286,0,1.3598364251179868E-4,0,4.0,2.27353595255745,2.9455229620498726
"Juno-Beach, Florida","Juno-Beach, Florida",26.8797819,Juno-Beach,Florida,-80.0533743,0,1.1039765465126966E-4,0,4.0,2.4822090437361006,9.125070233209497
"Mackinac-Island, Michigan","Mackinac-Island, Michigan",45.8683129,Mackinac-Island,Michigan,-84.6275658,0,6.568185622828137E-4,0,4.0,2.0463306152705707,3808.026992520465
"Kemah, Texas","Kemah, Texas",29.5427297,Kemah,Texas,-95.0204837,0,7.33274552523084E-5,0,4.0,2.5448480355819125,0.0
"Olathe, Kansas","Olathe, Kansas",38.8813958,Olathe,Kansas,-94.8191285,0,2.177948412436941E-4,0,4.0,2.5029651593773163,29.0191885821225
